iter	RMSE
333	0.4967001982
334	0.495874956
335	0.4951061977
336	0.4943778005
337	0.4933867449
338	0.4926228454
339	0.4922845322
340	0.4918637469
341	0.4917490448
342	0.4908936357
343	0.4908418251
344	0.4905027793
345	0.489815958
346	0.4889924161
347	0.488589114
348	0.4878671081
349	0.4871346797
350	0.4868488411
351	0.486791442
352	0.4861274515
353	0.4850817723
354	0.4847996479
355	0.4845346053
356	0.4838211753
357	0.4835612012
358	0.4829351128
359	0.4827061516
360	0.4819739933
361	0.4811276111
362	0.4808760968
363	0.4799356275
364	0.4798154897
365	0.4792530586
366	0.4791911462
367	0.4791113488
368	0.4789730613
369	0.4783286798
370	0.4780859921
371	0.4774200068
372	0.4767297721
373	0.4765330632
374	0.4758870628
375	0.4749500732
376	0.474458053
377	0.4739961082
378	0.4738009659
379	0.4735588953
380	0.4728159989
381	0.4722144814
382	0.4718941536
383	0.4717946087
384	0.4716164377
385	0.4709891186
386	0.4698649062
387	0.4692692379
388	0.4686964665
389	0.4685024529
390	0.4680690966
391	0.4672382599
392	0.4669973991
393	0.4669057364
394	0.4658873021
395	0.4654344008
396	0.4650384116
397	0.4649608614
398	0.4646604793
399	0.463847878
400	0.4630796752
401	0.4630284742
402	0.4627002633
403	0.4620153044
404	0.4608064988
405	0.4600242763
406	0.4592871067
407	0.4587894016
408	0.4587069879
409	0.4576044095
410	0.4575048999
411	0.4574556643
412	0.457151464
413	0.4564128248
414	0.4562283159
415	0.455082269
416	0.454460323
417	0.4537145647
418	0.4534985297
419	0.4528002892
420	0.4525883452
421	0.4515139361
422	0.4505335191
423	0.4503254588
424	0.449957215
425	0.4498183076
426	0.4492835705
427	0.4490529801
428	0.4480329591
429	0.4470947722
430	0.4468978887
431	0.446824868
432	0.4461616071
433	0.44596838
434	0.445778996
435	0.4454395751
436	0.4453718029
437	0.4448668939
438	0.4443760672
439	0.4434128731
440	0.4429095541
441	0.4422209712
442	0.4419697139
443	0.441816243
444	0.4410791005
445	0.44059486
446	0.4397185815
447	0.4396710932
448	0.4394039036
449	0.4390187902
450	0.4389495271
451	0.4384409104
452	0.438082898
453	0.4379329636
454	0.4377873619
455	0.4369352364
456	0.4366075167
457	0.4357801497
458	0.4356136232
459	0.4350576072
460	0.4342805628
461	0.4335379055
462	0.4332995846
463	0.4327021546
464	0.4326081539
465	0.4325526269
466	0.4318034225
467	0.4310923477
468	0.4305592351
469	0.4303774436
470	0.4301159832
471	0.4300736631
472	0.4298012915
473	0.4295296625
474	0.4292251168
475	0.4286020112
476	0.4282004118
477	0.4277028481
478	0.4272865711
479	0.4267487183
480	0.4265703116
481	0.4263113962
482	0.4260370105
483	0.4257673409
484	0.4256345611
485	0.4254079926
486	0.4251378667
487	0.4246646515
488	0.4245321756
489	0.424379721
490	0.4242083061
491	0.4240829003
492	0.4233821877
493	0.4232932103
494	0.4228388467
495	0.4226550501
496	0.4225937694
497	0.4223270454
498	0.4217455585
499	0.4215984835
500	0.4211174323
501	0.4209892721
502	0.420938908
503	0.4205796357
504	0.4203255336
505	0.4202748069
506	0.420202105
507	0.4196826212
508	0.4195979823
509	0.4193076368
510	0.4185839289
511	0.4184255626
512	0.4183600942
513	0.4176778884
514	0.4170533151
515	0.4170178341
516	0.4167798485
517	0.4160873704
518	0.4154204419
519	0.4151642342
520	0.4148748386
521	0.4147573133
522	0.4141246832
523	0.4135463337
524	0.4132261801
525	0.4130084972
526	0.4122736681
527	0.4114478178
528	0.4110403993
529	0.4105976778
530	0.4101205595
531	0.410057185
532	0.4096389964
533	0.4089873223
534	0.4086863622
535	0.4083038578
536	0.4081532724
537	0.4076571309
538	0.4071781716
539	0.406962562
540	0.4066095463
541	0.4061286942
542	0.4059281818
543	0.4054195381
544	0.4048180019
545	0.4043409367
546	0.4036014721
547	0.4034797225
548	0.4033532115
549	0.4029164468
550	0.402715118
551	0.4021606309
552	0.4015145172
553	0.4013038003
554	0.4010809756
555	0.4009672998
556	0.4007537574
557	0.400330291
558	0.3997715937
559	0.39974343
560	0.3996159459
561	0.3989573176
562	0.3989260442
563	0.3986770254
564	0.3981158479
565	0.3979151223
566	0.3977036205
567	0.3975327238
568	0.3972309429
569	0.3963281065
570	0.3957418057
571	0.3953728269
572	0.3952180878
573	0.3949407131
574	0.394552027
575	0.3937213848
576	0.3930214394
577	0.3929752263
578	0.3925458817
579	0.3923605352
580	0.3917811332
581	0.3913220573
582	0.3908195469
583	0.3905519584
584	0.3905430084
585	0.3904211992
586	0.39017793
587	0.3896318875
588	0.3894370664
589	0.3887720027
590	0.3885016734
591	0.3878766911
592	0.3872616933
593	0.3871660707
594	0.3869362807
595	0.3867377403
596	0.3864984245
597	0.3858180805
598	0.3851752956
599	0.384965387
600	0.3844701261
601	0.383998068
602	0.3833479422
603	0.3828720965
604	0.3826483084
605	0.3824947118
606	0.382137139
607	0.3820973111
608	0.3816834911
609	0.3814471551
610	0.3813408214
611	0.381143195
612	0.3807111325
613	0.380511502
614	0.3803378103
615	0.3801372032
616	0.3800250982
617	0.3797963784
618	0.3793607852
619	0.3791972969
620	0.3788749131
621	0.3784640771
622	0.3778001373
623	0.377581223
624	0.3767998207
625	0.3764734336
626	0.3763433952
627	0.3758925732
628	0.3754944026
629	0.3753426764
630	0.375040359
631	0.3748947316
632	0.3747996865
633	0.3742562446
634	0.3736812538
635	0.373127479
636	0.373041369
637	0.3729996434
638	0.3726536615
639	0.3724608111
640	0.372236173
641	0.3720023578
642	0.3717461884
643	0.3710139941
644	0.3706014024
645	0.3705641999
646	0.3702246251
647	0.3699264266
648	0.3694437943
649	0.3688056713
650	0.3685032584
651	0.3679679087
652	0.3678379057
653	0.3677869441
654	0.367293989
655	0.3665764275
656	0.3663990945
657	0.3662120191
658	0.366074284
659	0.3658968513
660	0.3655982811
661	0.365385372
662	0.3651875694
663	0.3650556444
664	0.3650447812
665	0.364753529
666	0.3643566217
667	0.3640723485
668	0.3639099036
669	0.3636661505
670	0.3631017264
671	0.3628295291
672	0.3625786433
673	0.3623464866
674	0.3622410762
675	0.361989009
676	0.3617047779
677	0.3614783609
678	0.3611718591
679	0.3609788821
680	0.3609308445
681	0.3605972309
682	0.3603976517
683	0.3603158393
684	0.3599947225
685	0.3598590108
686	0.3597107931
687	0.359395337
688	0.3593602825
689	0.3591385796
690	0.3588605443
691	0.3587989077
692	0.358453197
693	0.3577790824
694	0.3575873288
695	0.3573988179
696	0.356827974
697	0.3562143283
698	0.356012047
699	0.3558205678
700	0.3551554547
701	0.3551280775
702	0.3547136535
703	0.3543630483
704	0.354218237
705	0.3535758884
706	0.3532708846
707	0.3530967448
708	0.3529131984
709	0.3525164752
710	0.3521519701
711	0.3521045452
712	0.3516410576
713	0.3513897113
714	0.3508921601
715	0.3504132603
716	0.350243219
717	0.3497823409
718	0.3497583505
719	0.3496068635
720	0.3494971835
721	0.3493122496
722	0.3493021857
723	0.348815975
724	0.3486725203
725	0.3480853744
726	0.3479597226
727	0.3476455824
728	0.3474644135
729	0.3473539191
730	0.3471419981
731	0.3469817535
732	0.3466842044
733	0.3464404491
734	0.3461499896
735	0.3457315134
736	0.3451980947
737	0.344886756
738	0.3443320143
739	0.3437208255
740	0.3432384039
741	0.3431142518
742	0.3426960146
743	0.3425616389
744	0.3424625925
745	0.3422948561
746	0.3421021598
747	0.3420723104
748	0.3418929168
749	0.3415884115
750	0.3412968249
751	0.3409880995
752	0.3409591395
753	0.3406532803
754	0.340343237
755	0.3402150751
756	0.3401364112
757	0.3398321561
758	0.3396810291
759	0.3394414152
760	0.3392079053
761	0.3389009796
762	0.3385861395
763	0.3382463447
764	0.3380182157
765	0.3378798212
766	0.3374735459
767	0.3374096315
768	0.3370220468
769	0.3369960207
770	0.3366224246
771	0.336347843
772	0.3362784376
773	0.3361455384
774	0.3357435008
775	0.3355974098
776	0.3354821916
777	0.3353968777
778	0.3348108861
779	0.3345735043
780	0.3345387142
781	0.3344673538
782	0.3339241623
783	0.3334420986
784	0.3333369421
785	0.3330603492
786	0.3330274094
787	0.332926444
788	0.332656494
789	0.3326211814
790	0.3321459296
791	0.3318630813
792	0.3315205417
793	0.3313440768
794	0.3311714876
795	0.3311585035
796	0.3310070663
797	0.3308332868
798	0.3307220239
799	0.3305411511
800	0.3305167014
801	0.3301605053
802	0.3298979646
803	0.3294955834
804	0.3291250004
805	0.3288352574
806	0.3284087324
807	0.3283860135
808	0.328248034
809	0.3279927633
810	0.3276387087
811	0.3274330907
812	0.3271312229
813	0.3270518291
814	0.3270257922
815	0.326998513
816	0.3269813094
817	0.3267760427
818	0.3267508233
819	0.3267205433
820	0.326619454
821	0.3265890307
822	0.326304676
823	0.3261222019
824	0.3256986886
825	0.3256135142
826	0.3250232686
827	0.324638002
828	0.3240666091
829	0.3238579267
830	0.3237045855
831	0.3235779984
832	0.3234498822
833	0.3234341648
834	0.3230301407
835	0.3227831909
836	0.3225822538
837	0.3222741144
838	0.3220919651
839	0.3220164703
840	0.321741132
841	0.3214119032
842	0.3212787005
843	0.3208846472
844	0.320778368
845	0.3206342796
846	0.3206241662
847	0.3200495438
848	0.3199870211
849	0.3197580735
850	0.31960193
851	0.3195116805
852	0.3195007234
853	0.3192338129
854	0.3190433704
855	0.3190191109
856	0.318939155
857	0.3187687002
858	0.3184601889
859	0.3184175094
860	0.3181172328
861	0.3178947043
862	0.3177653223
863	0.3175319434
864	0.3172828005
865	0.317260083
866	0.317123086
867	0.3169427341
868	0.3166032951
869	0.3160814706
870	0.3157760408
871	0.3156474492
872	0.3154927617
873	0.3151583999
874	0.3150388865
875	0.3145977512
876	0.3145765008
877	0.3144456781
878	0.3143050607
879	0.3138974326
880	0.3138874554
881	0.3136404331
882	0.3135125972
883	0.3132687956
884	0.3131190551
885	0.3130532372
886	0.3129303186
887	0.3126389166
888	0.3125250147
889	0.3124584737
890	0.3123437451
891	0.3122940031
892	0.3121029417
893	0.3116069732
894	0.3113139708
895	0.3110979924
896	0.3108734957
897	0.3106396631
898	0.3105454979
899	0.3101025179
900	0.3096881932
901	0.3093745441
902	0.3088368061
903	0.3087471867
904	0.308718688
905	0.3087076601
906	0.3086751687
907	0.3085552943
908	0.3084354804
909	0.3083003156
910	0.308157925
911	0.3080233671
912	0.3077817684
913	0.3077648735
914	0.3077272661
915	0.3074443956
916	0.3073065774
917	0.3072775115
918	0.3071540516
919	0.3068324135
920	0.3064226004
921	0.3061031635
922	0.3056849918
923	0.3055386229
924	0.3052122254
925	0.3051846634
926	0.3050870188
927	0.3048510291
928	0.3044818492
929	0.3040949274
930	0.3037360672
931	0.3037157238
932	0.3036167754
933	0.3034310041
934	0.3030782839
935	0.3029773795
936	0.3029651074
937	0.3027383954
938	0.3025851642
939	0.3024565108
940	0.3022184488
941	0.3020995445
942	0.3018852261
943	0.3013794035
944	0.3012941537
945	0.3011959128
946	0.3011016596
947	0.3010940286
948	0.3009426253
949	0.3008253622
950	0.3005745449
951	0.3005499236
952	0.300488549
953	0.300234064
954	0.2999415287
955	0.2997630574
956	0.2996830593
957	0.2995258381
958	0.299255934
959	0.2990486679
960	0.2987253078
961	0.2985884394
962	0.2985147095
963	0.2984221562
964	0.2981526027
965	0.2980395633
966	0.2978098497
967	0.2977609818
968	0.2976559708
969	0.297540741
970	0.2971559776
971	0.2970293439
972	0.296786555
973	0.2967488165
974	0.2964325084
975	0.296336538
976	0.2961867152
977	0.2960841844
978	0.2960653793
979	0.2959600359
980	0.2958825397
981	0.2957726205
982	0.2954465161
983	0.2954127603
984	0.2950896286
985	0.294973947
986	0.294821177
987	0.2945620982
988	0.2943552596
989	0.2942563368
990	0.2939836014
991	0.2938011127
992	0.293679723
993	0.2934339318
994	0.2933216205
995	0.2931190334
996	0.2930125543
997	0.2927149669
998	0.2925813636
999	0.2920252749
