iter	MultiClass
393	0.3850593439
394	0.3849461401
395	0.3842453332
396	0.3838305936
397	0.3837163938
398	0.3830300981
399	0.382636598
400	0.3817012799
401	0.381310743
402	0.3810887853
403	0.3804759875
404	0.3799905791
405	0.379397837
406	0.3786902216
407	0.3780311934
408	0.3777490923
409	0.3772327675
410	0.3767579588
411	0.3764001049
412	0.3754279066
413	0.3748520224
414	0.3742941394
415	0.3737966221
416	0.3728360074
417	0.3723021332
418	0.3720767575
419	0.3713456208
420	0.3710014588
421	0.3708773091
422	0.3705222036
423	0.3698191324
424	0.3694234981
425	0.3687262171
426	0.3682894283
427	0.3674385032
428	0.3672646811
429	0.3671011268
430	0.3665621257
431	0.3662724062
432	0.3660633503
433	0.3658821781
434	0.3653828015
435	0.3650910486
436	0.3646227656
437	0.3640214766
438	0.3636689323
439	0.3632307074
440	0.3626934335
441	0.362086245
442	0.3614339482
443	0.3608424549
444	0.3603708152
445	0.359862288
446	0.3593652439
447	0.3586469681
448	0.3580722607
449	0.3576929648
450	0.3568535602
451	0.3564962436
452	0.3560492386
453	0.3556779515
454	0.3552859229
455	0.3549094629
456	0.354633397
457	0.3540360899
458	0.3535036325
459	0.353013618
460	0.3525255813
461	0.3519612548
462	0.3515690111
463	0.3512488107
464	0.350969405
465	0.3507554238
466	0.3503827573
467	0.3499351655
468	0.3494925723
469	0.3491619753
470	0.348278924
471	0.3480541353
472	0.3476159262
473	0.3470503385
474	0.3465606666
475	0.3461336604
476	0.345930468
477	0.3457405155
478	0.3450337391
479	0.3445041931
480	0.3439585257
481	0.3432115133
482	0.3425511785
483	0.3421295479
484	0.3416211505
485	0.3411238083
486	0.3408766956
487	0.3405612717
488	0.3400928111
489	0.339575927
490	0.3389216471
491	0.3387281119
492	0.338238031
493	0.3375367304
494	0.3373195141
495	0.3369639462
496	0.3367654402
497	0.3363739967
498	0.3359648395
499	0.3355519792
500	0.3348659012
501	0.3342660557
502	0.3340217081
503	0.3336011198
504	0.333186182
505	0.3329296702
506	0.33271308
507	0.3322336375
508	0.3319601734
509	0.3318285042
510	0.3317120654
511	0.3314860024
512	0.3310313615
513	0.3302685957
514	0.3299250377
515	0.3295290445
516	0.3292326892
517	0.3291334106
518	0.3285840737
519	0.3282880848
520	0.3279777741
521	0.3275058478
522	0.327179757
523	0.326514555
524	0.3261418686
525	0.3251567714
526	0.3249321931
527	0.324514961
528	0.324044731
529	0.3239199201
530	0.3235863428
531	0.322894852
532	0.3224587724
533	0.3220862921
534	0.3216310548
535	0.3213680122
536	0.3207386393
537	0.3203981147
538	0.3196657508
539	0.3191031705
540	0.3186378826
541	0.3180966246
542	0.3176242297
543	0.3173126068
544	0.3169241532
545	0.3162131267
546	0.3156708019
547	0.3151702899
548	0.3150093315
549	0.3144107983
550	0.3136987886
551	0.3133906
552	0.3129780823
553	0.3127358239
554	0.3123634048
555	0.3118941432
556	0.3115658776
557	0.3113144992
558	0.3108134022
559	0.3103104095
560	0.3101710469
561	0.3098464147
562	0.309558654
563	0.3092883097
564	0.3089292984
565	0.3083978628
566	0.3079452413
567	0.3077055175
568	0.3073801326
569	0.3068687804
570	0.306615445
571	0.3062719719
572	0.3060687568
573	0.3056909807
574	0.305213413
575	0.3048091854
576	0.3046358725
577	0.3042532332
578	0.3038318736
579	0.3034135413
580	0.3031720466
581	0.3030441811
582	0.3027690869
583	0.3022181076
584	0.3018750198
585	0.3017515737
586	0.3013885377
587	0.3006545033
588	0.300319732
589	0.2996886947
590	0.2992698832
591	0.2989667597
592	0.2984532911
593	0.2983315785
594	0.2979880117
595	0.2977191041
596	0.2973387238
597	0.2966944742
598	0.2964554935
599	0.2963686664
600	0.2957268182
601	0.2954537271
602	0.2952422524
603	0.2948995673
604	0.2947211239
605	0.2941825656
606	0.2936287234
607	0.2934352392
608	0.2932486001
609	0.2925419954
610	0.2921271978
611	0.2919507854
612	0.2917815779
613	0.291564197
614	0.2909450608
615	0.2907063706
616	0.2905595192
617	0.2901957948
618	0.2898848056
619	0.2897252657
620	0.2894537111
621	0.2890783915
622	0.2889431599
623	0.2887922304
624	0.2885087616
625	0.2882004348
626	0.2877387832
627	0.2873829217
628	0.2871546739
629	0.2868065249
630	0.2863924578
631	0.2860974629
632	0.2853111985
633	0.2850200194
634	0.284644487
635	0.2843472427
636	0.2841092891
637	0.2838964559
638	0.2836721749
639	0.2830927228
640	0.2827221653
641	0.2822948858
642	0.2821396007
643	0.2818867747
644	0.2817075797
645	0.2810966947
646	0.2806649112
647	0.2805165555
648	0.2800560577
649	0.2796706559
650	0.2790855581
651	0.2788923304
652	0.2785288777
653	0.2782410793
654	0.2780924339
655	0.2777893307
656	0.2774136902
657	0.2772527678
658	0.2770343099
659	0.2768402263
660	0.276536552
661	0.2762049678
662	0.2758124203
663	0.2754016086
664	0.2750878154
665	0.2749035649
666	0.2746211457
667	0.2745345016
668	0.2738475031
669	0.2736727315
670	0.2731251195
671	0.2729031717
672	0.2725277599
673	0.272130746
674	0.2718773892
675	0.2716782794
676	0.2711593268
677	0.2707581299
678	0.270367558
679	0.2702199044
680	0.2699517785
681	0.2698720271
682	0.2696203808
683	0.2694861503
684	0.2693750684
685	0.2687630373
686	0.2683009292
687	0.2680495576
688	0.2677081856
689	0.2675754413
690	0.2674084413
691	0.2670730038
692	0.266715655
693	0.2661764838
694	0.265904955
695	0.2657353231
696	0.2655218804
697	0.2653696988
698	0.2650860163
699	0.2645365477
700	0.2639940982
701	0.2635117154
702	0.2630863314
703	0.2629089006
704	0.2624477703
705	0.2620478417
706	0.2618501183
707	0.2616639824
708	0.2613419267
709	0.2611462701
710	0.2606825529
711	0.2605286975
712	0.2600992797
713	0.2596879265
714	0.2595930439
715	0.2593956677
716	0.2591759464
717	0.2586830283
718	0.2583949359
719	0.2581517637
720	0.2577666731
721	0.2575787925
722	0.2573472111
723	0.2567481033
724	0.2564522949
725	0.256071223
726	0.2559098311
727	0.2554807766
728	0.2553258867
729	0.2549269028
730	0.2547642271
731	0.2545797203
732	0.2543942302
733	0.2541849548
734	0.2536417476
735	0.2529271766
736	0.2527663592
737	0.2523586862
738	0.2522336666
739	0.252055526
740	0.2518448156
741	0.2515286342
742	0.2512915495
743	0.2510841734
744	0.2507122108
745	0.2504045972
746	0.2500844478
747	0.2499263654
748	0.249732894
749	0.2494933727
750	0.2494309212
751	0.249345494
752	0.2490624897
753	0.2486580037
754	0.2484718363
755	0.2483264345
756	0.2481868601
757	0.2478495482
758	0.2476261165
759	0.2475369814
760	0.247300383
761	0.2469450218
762	0.246634178
763	0.246447302
764	0.2462936191
765	0.245971952
766	0.2456895542
767	0.2454530988
768	0.2451713126
769	0.2450559488
770	0.2447492669
771	0.2445798948
772	0.2443710561
773	0.2441678738
774	0.2440419659
775	0.2437762892
776	0.243361535
777	0.2432101635
778	0.2427150657
779	0.242474473
780	0.2421601406
781	0.2418765699
782	0.2415558346
783	0.2413936764
784	0.2411335441
785	0.2409854382
786	0.2407976737
787	0.2406949592
788	0.2405752747
789	0.2403916096
790	0.2400404208
791	0.2397955212
792	0.2395027469
793	0.2389375488
794	0.2386632225
795	0.2384740988
796	0.2382489134
797	0.2377157217
798	0.2373790841
799	0.2371701026
800	0.2371138671
801	0.2367606138
802	0.2364801525
803	0.2360370564
804	0.2355181036
805	0.23512225
806	0.2349375268
807	0.2346579959
808	0.2344344778
809	0.2340904867
810	0.2338104193
811	0.2335310367
812	0.2333908209
813	0.2332142671
814	0.2331024436
815	0.2327512149
816	0.2326160515
817	0.2322200476
818	0.2319318998
819	0.2315344545
820	0.2310391674
821	0.2308944767
822	0.2307374986
823	0.2305478061
824	0.2302965107
825	0.2301193612
826	0.2299101634
827	0.229554634
828	0.2292268126
829	0.2291356801
830	0.2289388666
831	0.2284913491
832	0.2283648534
833	0.2280167853
834	0.2276887023
835	0.2273386
836	0.2270911495
837	0.2267531656
838	0.2265108831
839	0.2262297426
840	0.226113791
841	0.2260336634
842	0.2257964103
843	0.2256518307
844	0.2255110432
845	0.2252671401
846	0.2249132656
847	0.2246710562
848	0.224445704
849	0.2242948789
850	0.2241636437
851	0.2237278802
852	0.2233789655
853	0.2228826588
854	0.2227845023
855	0.2226739298
856	0.2224135769
857	0.2220880334
858	0.2218385449
859	0.2215956569
860	0.2214597584
861	0.2212216221
862	0.2208519731
863	0.2206665962
864	0.2204183147
865	0.2200550154
866	0.2198741369
867	0.2196932403
868	0.2195170849
869	0.219265912
870	0.2191707049
871	0.2188986279
872	0.2186483396
873	0.21848619
874	0.2181567106
875	0.2178426549
876	0.2177529841
877	0.2173529789
878	0.2172457626
879	0.2169075919
880	0.2168475503
881	0.2163316411
882	0.2161119761
883	0.2159787612
884	0.2158351955
885	0.2155724598
886	0.2155187394
887	0.2154500971
888	0.2153290785
889	0.2150645874
890	0.2148219868
891	0.2145234139
892	0.2142699788
893	0.2140982817
894	0.2139058884
895	0.2137560456
896	0.2134760349
897	0.21339702
898	0.2132005182
899	0.2130415715
900	0.2129396448
901	0.2127191931
902	0.2125756267
903	0.2123734606
904	0.2122575171
905	0.211913502
906	0.2115921231
907	0.2112979349
908	0.2110467056
909	0.2109866635
910	0.2106148341
911	0.2104466994
912	0.2103789277
913	0.2100298305
914	0.2097534344
915	0.2094563164
916	0.2090526198
917	0.2089205216
918	0.2087600576
919	0.2086620299
920	0.2084897672
921	0.2083882554
922	0.2082323459
923	0.2080459207
924	0.2075943874
925	0.2072783325
926	0.2070439786
927	0.2066247913
928	0.2065109763
929	0.2062137985
930	0.2060713628
931	0.2058902917
932	0.2058046593
933	0.2055992511
934	0.2051303281
935	0.2049965321
936	0.2048920986
937	0.2046460532
938	0.2045078326
939	0.2042434681
940	0.2039474872
941	0.2038276816
942	0.2036992941
943	0.20357948
944	0.2034841913
945	0.203406094
946	0.2032774589
947	0.2030793727
948	0.202749598
949	0.2025332926
950	0.2023661617
951	0.2022591877
952	0.2021756355
953	0.2019752519
954	0.2017787418
955	0.2016974545
956	0.2015362079
957	0.2013574817
958	0.2009673691
959	0.2008538437
960	0.2006280741
961	0.2001980516
962	0.2000768473
963	0.1998761407
964	0.1995934423
965	0.1995370554
966	0.1994146265
967	0.1991567745
968	0.1991022732
969	0.1989982931
970	0.198685588
971	0.1985528974
972	0.198402358
973	0.1983446063
974	0.198257692
975	0.1980308017
976	0.1978824163
977	0.1976541396
978	0.1975697815
979	0.1974738094
980	0.1972868604
981	0.1970878985
982	0.1970388847
983	0.196844947
984	0.1963201829
985	0.1959870407
986	0.1959304696
987	0.1956356447
988	0.1954660068
989	0.1953730352
990	0.1951580201
991	0.1948049861
992	0.1946441817
993	0.1944380662
994	0.1941186011
995	0.1938804458
996	0.1936486946
997	0.1934477062
998	0.1932810375
999	0.1929145757
